i	Addr	Addr	Data	Data
2089	000020a4	8356	00200293	2097811
2090	000020a8	8360	fe5212e3	4266791651
2091	000020ac	8364	00300e93	3149459
2092	000020b0	8368	2fe00193	803209619
2093	000020b4	8372	4bdf1ae3	1272912611
2094	000020b8	8376	00000213	 531
2095	000020bc	8380	00f00093	15728787
2096	000020c0	8384	00000013	  19
2097	000020c4	8388	00000013	  19
2098	000020c8	8392	00b00113	11534611
2099	000020cc	8396	40208f33	1075875635
2100	000020d0	8400	00120213	1180179
2101	000020d4	8404	00200293	2097811
2102	000020d8	8408	fe5212e3	4266791651
2103	000020dc	8412	00400e93	4198035
2104	000020e0	8416	2ff00193	804258195
2105	000020e4	8420	49df12e3	1239356131
2106	000020e8	8424	00000213	 531
2107	000020ec	8428	00b00113	11534611
2108	000020f0	8432	00d00093	13631635
2109	000020f4	8436	40208f33	1075875635
2110	000020f8	8440	00120213	1180179
2111	000020fc	8444	00200293	2097811
2112	00002100	8448	fe5216e3	4266792675
2113	00002104	8452	00200e93	2100883
2114	00002108	8456	30000193	805306771
2115	0000210c	8460	45df1ee3	1172250339
2116	00002110	8464	00000213	 531
2117	00002114	8468	00b00113	11534611
2118	00002118	8472	00e00093	14680211
2119	0000211c	8476	00000013	  19
2120	00002120	8480	40208f33	1075875635
2121	00002124	8484	00120213	1180179
2122	00002128	8488	00200293	2097811
2123	0000212c	8492	fe5214e3	4266792163
2124	00002130	8496	00300e93	3149459
2125	00002134	8500	30100193	806355347
2126	00002138	8504	43df18e3	1138694371
2127	0000213c	8508	00000213	 531
2128	00002140	8512	00b00113	11534611
2129	00002144	8516	00f00093	15728787
2130	00002148	8520	00000013	  19
2131	0000214c	8524	00000013	  19
2132	00002150	8528	40208f33	1075875635
2133	00002154	8532	00120213	1180179
2134	00002158	8536	00200293	2097811
2135	0000215c	8540	fe5212e3	4266791651
2136	00002160	8544	00400e93	4198035
2137	00002164	8548	30200193	807403923
2138	00002168	8552	41df10e3	1105137891
2139	0000216c	8556	00000213	 531
2140	00002170	8560	00b00113	11534611
2141	00002174	8564	00000013	  19
2142	00002178	8568	00d00093	13631635
2143	0000217c	8572	40208f33	1075875635
2144	00002180	8576	00120213	1180179
2145	00002184	8580	00200293	2097811
2146	00002188	8584	fe5214e3	4266792163
2147	0000218c	8588	00200e93	2100883
2148	00002190	8592	30300193	808452499
2149	00002194	8596	3ddf1ae3	1038031587
2150	00002198	8600	00000213	 531
2151	0000219c	8604	00b00113	11534611
2152	000021a0	8608	00000013	  19
2153	000021a4	8612	00e00093	14680211
2154	000021a8	8616	00000013	  19
2155	000021ac	8620	40208f33	1075875635
2156	000021b0	8624	00120213	1180179
2157	000021b4	8628	00200293	2097811
2158	000021b8	8632	fe5212e3	4266791651
2159	000021bc	8636	00300e93	3149459
2160	000021c0	8640	30400193	809501075
2161	000021c4	8644	3bdf12e3	1004475107
2162	000021c8	8648	00000213	 531
2163	000021cc	8652	00b00113	11534611
2164	000021d0	8656	00000013	  19
2165	000021d4	8660	00000013	  19
2166	000021d8	8664	00f00093	15728787
2167	000021dc	8668	40208f33	1075875635
2168	000021e0	8672	00120213	1180179
2169	000021e4	8676	00200293	2097811
2170	000021e8	8680	fe5212e3	4266791651
2171	000021ec	8684	00400e93	4198035
2172	000021f0	8688	30500193	810549651
2173	000021f4	8692	37df1ae3	937368291
2174	000021f8	8696	ff100093	4279238803
2175	000021fc	8700	40100133	1074790707
2176	00002200	8704	00f00e93	15732371
2177	00002204	8708	30600193	811598227
2178	00002208	8712	37d110e3	936448227
2179	0000220c	8716	02000093	33554579
2180	00002210	8720	40008133	1073774899
2181	00002214	8724	02000e93	33558163
2182	00002218	8728	30700193	812646803
2183	0000221c	8732	35d116e3	902895331
2184	00002220	8736	400000b3	1073742003
2185	00002224	8740	00000e93	3731
2186	00002228	8744	30800193	813695379
2187	0000222c	8748	33d09ee3	869310179
2188	00002230	8752	01000093	16777363
2189	00002234	8756	01e00113	31457555
2190	00002238	8760	40208033	1075871795
2191	0000223c	8764	00000e93	3731
2192	00002240	8768	30900193	814743955
2193	00002244	8772	33d012e3	869274339
2194	00002248	8776	00002097	8343
2195	0000224c	8780	b4c08093	3032514707
2196	00002250	8784	00aa0137	11141431
2197	00002254	8788	0aa10113	178323731
2198	00002258	8792	0020a023	2138147
2199	0000225c	8796	0000af03	44803
2200	00002260	8800	00aa0eb7	11144887
2201	00002264	8804	0aae8e93	179211923
2202	00002268	8808	30a00193	815792531
2203	0000226c	8812	2fdf1ee3	803151587
2204	00002270	8816	00002097	8343
2205	00002274	8820	b2408093	2990571667
2206	00002278	8824	aa00b137	2852172087
2207	0000227c	8828	a0010113	2684420371
2208	00002280	8832	0020a223	2138659
2209	00002284	8836	0040af03	4239107
2210	00002288	8840	aa00beb7	2852175543
2211	0000228c	8844	a00e8e93	2685308563
2212	00002290	8848	30b00193	816841107
2213	00002294	8852	2ddf1ae3	769596131
2214	00002298	8856	00002097	8343
2215	0000229c	8860	afc08093	2948628627
2216	000022a0	8864	0aa01137	178262327
2217	000022a4	8868	aa010113	2852192531
2218	000022a8	8872	0020a423	2139171
2219	000022ac	8876	0080af03	8433411
2220	000022b0	8880	0aa01eb7	178265783
2221	000022b4	8884	aa0e8e93	2853080723
2222	000022b8	8888	30c00193	817889683
2223	000022bc	8892	2bdf16e3	736040675
2224	000022c0	8896	00002097	8343
2225	000022c4	8900	ad408093	2906685587
2226	000022c8	8904	a00aa137	2685051191
2227	000022cc	8908	00a10113	10551571
2228	000022d0	8912	0020a623	2139683
2229	000022d4	8916	00c0af03	12627715
2230	000022d8	8920	a00aaeb7	2685054647
2231	000022dc	8924	00ae8e93	11439763
2232	000022e0	8928	30d00193	818938259
2233	000022e4	8932	29df12e3	702485219
2234	000022e8	8936	00002097	8343
2235	000022ec	8940	ac808093	2894102675
2236	000022f0	8944	00aa0137	11141431
2237	000022f4	8948	0aa10113	178323731
2238	000022f8	8952	fe20aa23	4263553571
2239	000022fc	8956	ff40af03	4282429187
2240	00002300	8960	00aa0eb7	11144887
2241	00002304	8964	0aae8e93	179211923
2242	00002308	8968	30e00193	819986835
2243	0000230c	8972	25df1ee3	635379427
2244	00002310	8976	00002097	8343
2245	00002314	8980	aa008093	2852159635
2246	00002318	8984	aa00b137	2852172087
2247	0000231c	8988	a0010113	2684420371
2248	00002320	8992	fe20ac23	4263554083
2249	00002324	8996	ff80af03	4286623491
2250	00002328	9000	aa00beb7	2852175543
2251	0000232c	9004	a00e8e93	2685308563
2252	00002330	9008	30f00193	821035411
2253	00002334	9012	23df1ae3	601823971
2254	00002338	9016	00002097	8343
2255	0000233c	9020	a7808093	2810216595
2256	00002340	9024	0aa01137	178262327
2257	00002344	9028	aa010113	2852192531
2258	00002348	9032	fe20ae23	4263554595
2259	0000234c	9036	ffc0af03	4290817795
2260	00002350	9040	0aa01eb7	178265783
2261	00002354	9044	aa0e8e93	2853080723
2262	00002358	9048	31000193	822083987
2263	0000235c	9052	21df16e3	568268515
2264	00002360	9056	00002097	8343
2265	00002364	9060	a5008093	2768273555
2266	00002368	9064	a00aa137	2685051191
2267	0000236c	9068	00a10113	10551571
2268	00002370	9072	0020a023	2138147
2269	00002374	9076	0000af03	44803
2270	00002378	9080	a00aaeb7	2685054647
2271	0000237c	9084	00ae8e93	11439763
2272	00002380	9088	31100193	823132563
2273	00002384	9092	1fdf12e3	534713059
2274	00002388	9096	00002097	8343
2275	0000238c	9100	a2c08093	2730524819
2276	00002390	9104	12345137	305418551
2277	00002394	9108	67810113	1736507667
2278	00002398	9112	fe008213	4261446163
2279	0000239c	9116	02222023	35790883
2280	000023a0	9120	0000a283	41603
2281	000023a4	9124	12345eb7	305422007
2282	000023a8	9128	678e8e93	1737395859
2283	000023ac	9132	31200193	824181139
2284	000023b0	9136	1bd29ce3	466787555
2285	000023b4	9140	00002097	8343
2286	000023b8	9144	a0008093	2684387475
2287	000023bc	9148	58213137	1478570295
2288	000023c0	9152	09810113	159449363
2289	000023c4	9156	ffd08093	4291854483
2290	000023c8	9160	0020a3a3	2139043
2291	000023cc	9164	00002217	8727
2292	000023d0	9168	9ec20213	2663514643
2293	000023d4	9172	00022283	139907
2294	000023d8	9176	58213eb7	1478573751
2295	000023dc	9180	098e8e93	160337555
2296	000023e0	9184	31300193	825229715
2297	000023e4	9188	19d292e3	433230563
2298	000023e8	9192	31400193	826278291
2299	000023ec	9196	00000213	 531
2300	000023f0	9200	aabbd0b7	2864435383
2301	000023f4	9204	cdd08093	3452993683
2302	000023f8	9208	00002117	8471
2303	000023fc	9212	99c10113	2579562771
2304	00002400	9216	00112023	1122339
2305	00002404	9220	00012f03	77571
2306	00002408	9224	aabbdeb7	2864438967
2307	0000240c	9228	cdde8e93	3453914771
2308	00002410	9232	15df1ce3	366943459
2309	00002414	9236	00120213	1180179
2310	00002418	9240	00200293	2097811
2311	0000241c	9244	fc521ae3	4233239267
2312	00002420	9248	31500193	827326867
2313	00002424	9252	00000213	 531
2314	00002428	9256	daabc0b7	3668689079
2315	0000242c	9260	ccd08093	3436216467
2316	00002430	9264	00002117	8471
2317	00002434	9268	96410113	2520842515
2318	00002438	9272	00000013	  19
2319	0000243c	9276	00112223	1122851
2320	00002440	9280	00412f03	4271875
2321	00002444	9284	daabceb7	3668692663
2322	00002448	9288	ccde8e93	3437137555
2323	0000244c	9292	11df1ee3	299835107
2324	00002450	9296	00120213	1180179
2325	00002454	9300	00200293	2097811
2326	00002458	9304	fc5218e3	4233238755
2327	0000245c	9308	31600193	828375443
2328	00002460	9312	00000213	 531
2329	00002464	9316	ddaac0b7	3718955191
2330	00002468	9320	bcc08093	3166732435
2331	0000246c	9324	00002117	8471
2332	00002470	9328	92810113	2457927955
2333	00002474	9332	00000013	  19
2334	00002478	9336	00000013	  19
2335	0000247c	9340	00112423	1123363
2336	00002480	9344	00812f03	8466179
2337	00002484	9348	ddaaceb7	3718958775
2338	00002488	9352	bcce8e93	3167653523
2339	0000248c	9356	0ddf1ee3	232726243
2340	00002490	9360	00120213	1180179
2341	00002494	9364	00200293	2097811
2342	00002498	9368	fc5216e3	4233238243
2343	0000249c	9372	31700193	829424019
2344	000024a0	9376	00000213	 531
2345	000024a4	9380	cddab0b7	3453661367
2346	000024a8	9384	bbc08093	3149955219
2347	000024ac	9388	00000013	  19
2348	000024b0	9392	00002117	8471
2349	000024b4	9396	8e410113	2386624787
2350	000024b8	9400	00112623	1123875
2351	000024bc	9404	00c12f03	12660483
2352	000024c0	9408	cddabeb7	3453664951
2353	000024c4	9412	bbce8e93	3150876307
2354	000024c8	9416	0bdf10e3	199168227
2355	000024cc	9420	00120213	1180179
2356	000024d0	9424	00200293	2097811
2357	000024d4	9428	fc5218e3	4233238755
2358	000024d8	9432	31800193	830472595
2359	000024dc	9436	00000213	 531
2360	000024e0	9440	ccddb0b7	3437080759
2361	000024e4	9444	abb08093	2880471187
2362	000024e8	9448	00000013	  19
2363	000024ec	9452	00002117	8471
2364	000024f0	9456	8a810113	2323710227
2365	000024f4	9460	00000013	  19
2366	000024f8	9464	00112823	1124387
2367	000024fc	9468	01012f03	16854787
2368	00002500	9472	ccddbeb7	3437084343
2369	00002504	9476	abbe8e93	2881392275
2370	00002508	9480	07df10e3	132059363
2371	0000250c	9484	00120213	1180179
2372	00002510	9488	00200293	2097811
2373	00002514	9492	fc5216e3	4233238243
2374	00002518	9496	31900193	831521171
2375	0000251c	9500	00000213	 531
2376	00002520	9504	bccde0b7	3167609015
2377	00002524	9508	aab08093	2863693971
2378	00002528	9512	00000013	  19
2379	0000252c	9516	00000013	  19
2380	00002530	9520	00002117	8471
2381	00002534	9524	86410113	2252407059
2382	00002538	9528	00112a23	1124899
2383	0000253c	9532	01412f03	21049091
2384	00002540	9536	bccdeeb7	3167612599
2385	00002544	9540	aabe8e93	2864615059
2386	00002548	9544	03df10e3	64950499
2387	0000254c	9548	00120213	1180179
2388	00002550	9552	00200293	2097811
2389	00002554	9556	fc5216e3	4233238243
2390	00002558	9560	31a00193	832569747
2391	0000255c	9564	00000213	 531
2392	00002560	9568	00002117	8471
2393	00002564	9572	83410113	2202075411
2394	00002568	9576	001120b7	1122487
2395	0000256c	9580	23308093	590381203
2396	00002570	9584	00112023	1122339
2397	00002574	9588	00012f03	77571
2398	00002578	9592	00112eb7	1126071
2399	0000257c	9596	233e8e93	591302291
2400	00002580	9600	7fdf1463	2145326179
2401	00002584	9604	00120213	1180179
2402	00002588	9608	00200293	2097811
2403	0000258c	9612	fc521ae3	4233239267
2404	00002590	9616	31b00193	833618323
2405	00002594	9620	00000213	 531
2406	00002598	9624	00001117	4375
2407	0000259c	9628	7fc10113	2143355155
2408	000025a0	9632	300110b7	805376183
2409	000025a4	9636	22308093	573603987
2410	000025a8	9640	00000013	  19
2411	000025ac	9644	00112223	1122851
2412	000025b0	9648	00412f03	4271875
2413	000025b4	9652	30011eb7	805379767
2414	000025b8	9656	223e8e93	574525075
2415	000025bc	9660	7bdf1663	2078217827
2416	000025c0	9664	00120213	1180179
2417	000025c4	9668	00200293	2097811
2418	000025c8	9672	fc5218e3	4233238755
2419	000025cc	9676	31c00193	834666899
2420	000025d0	9680	00000213	 531
2421	000025d4	9684	00001117	4375
2422	000025d8	9688	7c010113	2080440595
2423	000025dc	9692	330010b7	855642295
2424	000025e0	9696	12208093	304119955
2425	000025e4	9700	00000013	  19
2426	000025e8	9704	00000013	  19
2427	000025ec	9708	00112423	1123363
2428	000025f0	9712	00812f03	8466179
2429	000025f4	9716	33001eb7	855645879
2430	000025f8	9720	122e8e93	305041043
2431	000025fc	9724	77df1663	2011108963
2432	00002600	9728	00120213	1180179
2433	00002604	9732	00200293	2097811
2434	00002608	9736	fc5216e3	4233238243
2435	0000260c	9740	31d00193	835715475
2436	00002610	9744	00000213	 531
2437	00002614	9748	00001117	4375
2438	00002618	9752	78010113	2013331731
2439	0000261c	9756	00000013	  19
2440	00002620	9760	233000b7	590348471
2441	00002624	9764	11208093	287342739
2442	00002628	9768	00112623	1123875
2443	0000262c	9772	00c12f03	12660483
2444	00002630	9776	23300eb7	590352055
2445	00002634	9780	112e8e93	288263827
2446	00002638	9784	73df1863	1944000611
2447	0000263c	9788	00120213	1180179
2448	00002640	9792	00200293	2097811
2449	00002644	9796	fc5218e3	4233238755
2450	00002648	9800	31e00193	836764051
2451	0000264c	9804	00000213	 531
2452	00002650	9808	00001117	4375
2453	00002654	9812	74410113	1950417171
2454	00002658	9816	00000013	  19
2455	0000265c	9820	223300b7	573767863
2456	00002660	9824	01108093	17858707
2457	00002664	9828	00000013	  19
2458	00002668	9832	00112823	1124387
2459	0000266c	9836	01012f03	16854787
2460	00002670	9840	22330eb7	573771447
2461	00002674	9844	011e8e93	18779795
2462	00002678	9848	6fdf1863	1876891747
2463	0000267c	9852	00120213	1180179
2464	00002680	9856	00200293	2097811
2465	00002684	9860	fc5216e3	4233238243
2466	00002688	9864	31f00193	837812627
2467	0000268c	9868	00000213	 531
2468	00002690	9872	00001117	4375
2469	00002694	9876	70410113	1883308307
2470	00002698	9880	00000013	  19
2471	0000269c	9884	00000013	  19
2472	000026a0	9888	122330b7	304296119
2473	000026a4	9892	00108093	1081491
2474	000026a8	9896	00112a23	1124899
2475	000026ac	9900	01412f03	21049091
2476	000026b0	9904	12233eb7	304299703
2477	000026b4	9908	001e8e93	2002579
2478	000026b8	9912	6bdf1863	1809782883
2479	000026bc	9916	00120213	1180179
2480	000026c0	9920	00200293	2097811
2481	000026c4	9924	fc5216e3	4233238243
2482	000026c8	9928	ff0100b7	4278255799
2483	000026cc	9932	f0008093	4026564755
2484	000026d0	9936	0f0f1137	252645687
2485	000026d4	9940	f0f10113	4042326291
2486	000026d8	9944	0020cf33	2150195
2487	000026dc	9948	f00ffeb7	4027580087
2488	000026e0	9952	00fe8e93	16682643
2489	000026e4	9956	32000193	838861203
2490	000026e8	9960	69df1063	1776226403
2491	000026ec	9964	0ff010b7	267391159
2492	000026f0	9968	ff008093	4278222995
2493	000026f4	9972	f0f0f137	4042322231
2494	000026f8	9976	0f010113	251724051
2495	000026fc	9980	0020cf33	2150195
2496	00002700	9984	ff010eb7	4278259383
2497	00002704	9988	f00e8e93	4027485843
2498	00002708	9992	32100193	839909779
2499	0000270c	9996	65df1e63	1709121123
2500	00002710	10000	00ff00b7	16711863
2501	00002714	10004	0ff08093	267419795
2502	00002718	10008	0f0f1137	252645687
2503	0000271c	10012	f0f10113	4042326291
2504	00002720	10016	0020cf33	2150195
2505	00002724	10020	0ff01eb7	267394743
2506	00002728	10024	ff0e8e93	4279144083
2507	0000272c	10028	32200193	840958355
2508	00002730	10032	63df1c63	1675566179
2509	00002734	10036	f00ff0b7	4027576503
2510	00002738	10040	00f08093	15761555
2511	0000273c	10044	f0f0f137	4042322231
2512	00002740	10048	0f010113	251724051
2513	00002744	10052	0020cf33	2150195
2514	00002748	10056	00ff0eb7	16715447
2515	0000274c	10060	0ffe8e93	268340883
2516	00002750	10064	32300193	842006931
2517	00002754	10068	61df1a63	1642011235
2518	00002758	10072	ff0100b7	4278255799
2519	0000275c	10076	f0008093	4026564755
2520	00002760	10080	0f0f1137	252645687
2521	00002764	10084	f0f10113	4042326291
2522	00002768	10088	0020c0b3	2146483
2523	0000276c	10092	f00ffeb7	4027580087
2524	00002770	10096	00fe8e93	16682643
2525	00002774	10100	32400193	843055507
2526	00002778	10104	5fd09863	1607506019
2527	0000277c	10108	ff0100b7	4278255799
2528	00002780	10112	f0008093	4026564755
2529	00002784	10116	0f0f1137	252645687
2530	00002788	10120	f0f10113	4042326291
2531	0000278c	10124	0020c133	2146611
2532	00002790	10128	f00ffeb7	4027580087
2533	00002794	10132	00fe8e93	16682643
2534	00002798	10136	32500193	844104083
2535	0000279c	10140	5dd11663	1573983843
2536	000027a0	10144	ff0100b7	4278255799
2537	000027a4	10148	f0008093	4026564755
2538	000027a8	10152	0010c0b3	1097907
2539	000027ac	10156	00000e93	3731
2540	000027b0	10160	32600193	845152659
2541	000027b4	10164	5bd09a63	1540397667
2542	000027b8	10168	00000213	 531
2543	000027bc	10172	ff0100b7	4278255799
2544	000027c0	10176	f0008093	4026564755
2545	000027c4	10180	0f0f1137	252645687
2546	000027c8	10184	f0f10113	4042326291
2547	000027cc	10188	0020cf33	2150195
2548	000027d0	10192	000f0313	983827
2549	000027d4	10196	00120213	1180179
2550	000027d8	10200	00200293	2097811
2551	000027dc	10204	fe5210e3	4266791139
2552	000027e0	10208	f00ffeb7	4027580087
2553	000027e4	10212	00fe8e93	16682643
2554	000027e8	10216	32700193	846201235
2555	000027ec	10220	57d31e63	1473453667
2556	000027f0	10224	00000213	 531
2557	000027f4	10228	0ff010b7	267391159
2558	000027f8	10232	ff008093	4278222995
2559	000027fc	10236	f0f0f137	4042322231
2560	00002800	10240	0f010113	251724051
2561	00002804	10244	0020cf33	2150195
2562	00002808	10248	00000013	  19
2563	0000280c	10252	000f0313	983827
2564	00002810	10256	00120213	1180179
2565	00002814	10260	00200293	2097811
2566	00002818	10264	fc521ee3	4233240291
2567	0000281c	10268	ff010eb7	4278259383
2568	00002820	10272	f00e8e93	4027485843
2569	00002824	10276	32800193	847249811
2570	00002828	10280	55d31063	1439895651
2571	0000282c	10284	00000213	 531
2572	00002830	10288	00ff00b7	16711863
2573	00002834	10292	0ff08093	267419795
2574	00002838	10296	0f0f1137	252645687
2575	0000283c	10300	f0f10113	4042326291
2576	00002840	10304	0020cf33	2150195
2577	00002844	10308	00000013	  19
2578	00002848	10312	00000013	  19
2579	0000284c	10316	000f0313	983827
2580	00002850	10320	00120213	1180179
2581	00002854	10324	00200293	2097811
2582	00002858	10328	fc521ce3	4233239779
2583	0000285c	10332	0ff01eb7	267394743
2584	00002860	10336	ff0e8e93	4279144083
2585	00002864	10340	32900193	848298387
2586	00002868	10344	51d31063	1372786787
2587	0000286c	10348	00000213	 531
2588	00002870	10352	ff0100b7	4278255799
2589	00002874	10356	f0008093	4026564755
2590	00002878	10360	0f0f1137	252645687
2591	0000287c	10364	f0f10113	4042326291
2592	00002880	10368	0020cf33	2150195
2593	00002884	10372	00120213	1180179
2594	00002888	10376	00200293	2097811
2595	0000288c	10380	fe5212e3	4266791651
2596	00002890	10384	f00ffeb7	4027580087
2597	00002894	10388	00fe8e93	16682643
2598	00002898	10392	32a00193	849346963
2599	0000289c	10396	4ddf1663	1306465891
2600	000028a0	10400	00000213	 531
2601	000028a4	10404	0ff010b7	267391159
2602	000028a8	10408	ff008093	4278222995
2603	000028ac	10412	f0f0f137	4042322231
2604	000028b0	10416	0f010113	251724051
2605	000028b4	10420	00000013	  19
2606	000028b8	10424	0020cf33	2150195
2607	000028bc	10428	00120213	1180179
2608	000028c0	10432	00200293	2097811
2609	000028c4	10436	fe5210e3	4266791139
2610	000028c8	10440	ff010eb7	4278259383
2611	000028cc	10444	f00e8e93	4027485843
2612	000028d0	10448	32b00193	850395539
2613	000028d4	10452	49df1a63	1239358051
2614	000028d8	10456	00000213	 531
2615	000028dc	10460	00ff00b7	16711863
2616	000028e0	10464	0ff08093	267419795
2617	000028e4	10468	0f0f1137	252645687
2618	000028e8	10472	f0f10113	4042326291
2619	000028ec	10476	00000013	  19
2620	000028f0	10480	00000013	  19
2621	000028f4	10484	0020cf33	2150195
2622	000028f8	10488	00120213	1180179
2623	000028fc	10492	00200293	2097811
2624	00002900	10496	fc521ee3	4233240291
2625	00002904	10500	0ff01eb7	267394743
2626	00002908	10504	ff0e8e93	4279144083
2627	0000290c	10508	32c00193	851444115
2628	00002910	10512	45df1c63	1172249699
2629	00002914	10516	00000213	 531
2630	00002918	10520	ff0100b7	4278255799
2631	0000291c	10524	f0008093	4026564755
2632	00002920	10528	00000013	  19
2633	00002924	10532	0f0f1137	252645687
2634	00002928	10536	f0f10113	4042326291
2635	0000292c	10540	0020cf33	2150195
2636	00002930	10544	00120213	1180179
2637	00002934	10548	00200293	2097811
2638	00002938	10552	fe5210e3	4266791139
2639	0000293c	10556	f00ffeb7	4027580087
2640	00002940	10560	00fe8e93	16682643
2641	00002944	10564	32d00193	852492691
2642	00002948	10568	43df1063	1138692195
2643	0000294c	10572	00000213	 531
2644	00002950	10576	0ff010b7	267391159
2645	00002954	10580	ff008093	4278222995
2646	00002958	10584	00000013	  19
2647	0000295c	10588	f0f0f137	4042322231
2648	00002960	10592	0f010113	251724051
2649	00002964	10596	00000013	  19
2650	00002968	10600	0020cf33	2150195
2651	0000296c	10604	00120213	1180179
2652	00002970	10608	00200293	2097811
2653	00002974	10612	fc521ee3	4233240291
2654	00002978	10616	ff010eb7	4278259383
2655	0000297c	10620	f00e8e93	4027485843
2656	00002980	10624	32e00193	853541267
2657	00002984	10628	3fdf1263	1071583843
2658	00002988	10632	00000213	 531
2659	0000298c	10636	00ff00b7	16711863
2660	00002990	10640	0ff08093	267419795
2661	00002994	10644	00000013	  19
2662	00002998	10648	00000013	  19
2663	0000299c	10652	0f0f1137	252645687
2664	000029a0	10656	f0f10113	4042326291
2665	000029a4	10660	0020cf33	2150195
2666	000029a8	10664	00120213	1180179
2667	000029ac	10668	00200293	2097811
2668	000029b0	10672	fc521ee3	4233240291
2669	000029b4	10676	0ff01eb7	267394743
2670	000029b8	10680	ff0e8e93	4279144083
2671	000029bc	10684	32f00193	854589843
2672	000029c0	10688	3bdf1463	1004475491
2673	000029c4	10692	00000213	 531
2674	000029c8	10696	0f0f1137	252645687
2675	000029cc	10700	f0f10113	4042326291
2676	000029d0	10704	ff0100b7	4278255799
2677	000029d4	10708	f0008093	4026564755
2678	000029d8	10712	0020cf33	2150195
2679	000029dc	10716	00120213	1180179
2680	000029e0	10720	00200293	2097811
2681	000029e4	10724	fe5212e3	4266791651
2682	000029e8	10728	f00ffeb7	4027580087
2683	000029ec	10732	00fe8e93	16682643
2684	000029f0	10736	33000193	855638419
2685	000029f4	10740	37df1a63	937368163
2686	000029f8	10744	00000213	 531
2687	000029fc	10748	f0f0f137	4042322231
2688	00002a00	10752	0f010113	251724051
2689	00002a04	10756	0ff010b7	267391159
2690	00002a08	10760	ff008093	4278222995
2691	00002a0c	10764	00000013	  19
2692	00002a10	10768	0020cf33	2150195
2693	00002a14	10772	00120213	1180179
2694	00002a18	10776	00200293	2097811
2695	00002a1c	10780	fe5210e3	4266791139
2696	00002a20	10784	ff010eb7	4278259383
2697	00002a24	10788	f00e8e93	4027485843
2698	00002a28	10792	33100193	856686995
2699	00002a2c	10796	33df1e63	870260323
2700	00002a30	10800	00000213	 531
2701	00002a34	10804	0f0f1137	252645687
2702	00002a38	10808	f0f10113	4042326291
2703	00002a3c	10812	00ff00b7	16711863
2704	00002a40	10816	0ff08093	267419795
2705	00002a44	10820	00000013	  19
2706	00002a48	10824	00000013	  19
2707	00002a4c	10828	0020cf33	2150195
2708	00002a50	10832	00120213	1180179
2709	00002a54	10836	00200293	2097811
2710	00002a58	10840	fc521ee3	4233240291
2711	00002a5c	10844	0ff01eb7	267394743
2712	00002a60	10848	ff0e8e93	4279144083
2713	00002a64	10852	33200193	857735571
2714	00002a68	10856	31df1063	836702307
2715	00002a6c	10860	00000213	 531
2716	00002a70	10864	0f0f1137	252645687
2717	00002a74	10868	f0f10113	4042326291
2718	00002a78	10872	00000013	  19
2719	00002a7c	10876	ff0100b7	4278255799
2720	00002a80	10880	f0008093	4026564755
2721	00002a84	10884	0020cf33	2150195
2722	00002a88	10888	00120213	1180179
2723	00002a8c	10892	00200293	2097811
2724	00002a90	10896	fe5210e3	4266791139
2725	00002a94	10900	f00ffeb7	4027580087
2726	00002a98	10904	00fe8e93	16682643
2727	00002a9c	10908	33300193	858784147
2728	00002aa0	10912	2ddf1463	769594467
2729	00002aa4	10916	00000213	 531
2730	00002aa8	10920	f0f0f137	4042322231
2731	00002aac	10924	0f010113	251724051
2732	00002ab0	10928	00000013	  19
2733	00002ab4	10932	0ff010b7	267391159
2734	00002ab8	10936	ff008093	4278222995
2735	00002abc	10940	00000013	  19
2736	00002ac0	10944	0020cf33	2150195
2737	00002ac4	10948	00120213	1180179
2738	00002ac8	10952	00200293	2097811
2739	00002acc	10956	fc521ee3	4233240291
2740	00002ad0	10960	ff010eb7	4278259383
2741	00002ad4	10964	f00e8e93	4027485843
2742	00002ad8	10968	33400193	859832723
2743	00002adc	10972	29df1663	702486115
2744	00002ae0	10976	00000213	 531
2745	00002ae4	10980	0f0f1137	252645687
2746	00002ae8	10984	f0f10113	4042326291
2747	00002aec	10988	00000013	  19
2748	00002af0	10992	00000013	  19
2749	00002af4	10996	00ff00b7	16711863
2750	00002af8	11000	0ff08093	267419795
2751	00002afc	11004	0020cf33	2150195
2752	00002b00	11008	00120213	1180179
2753	00002b04	11012	00200293	2097811
2754	00002b08	11016	fc521ee3	4233240291
2755	00002b0c	11020	0ff01eb7	267394743
2756	00002b10	11024	ff0e8e93	4279144083
2757	00002b14	11028	33500193	860881299
2758	00002b18	11032	25df1863	635377763
2759	00002b1c	11036	ff0100b7	4278255799
2760	00002b20	11040	f0008093	4026564755
2761	00002b24	11044	00104133	1065267
2762	00002b28	11048	ff010eb7	4278259383
2763	00002b2c	11052	f00e8e93	4027485843
2764	00002b30	11056	33600193	861929875
2765	00002b34	11060	23d11a63	600906339
2766	00002b38	11064	00ff00b7	16711863
2767	00002b3c	11068	0ff08093	267419795
2768	00002b40	11072	0000c133	49459
2769	00002b44	11076	00ff0eb7	16715447
2770	00002b48	11080	0ffe8e93	268340883
2771	00002b4c	11084	33700193	862978451
2772	00002b50	11088	21d11c63	567352419
2773	00002b54	11092	000040b3	16563
2774	00002b58	11096	00000e93	3731
2775	00002b5c	11100	33800193	864027027
2776	00002b60	11104	21d09463	567317603
2777	00002b64	11108	111110b7	286331063
2778	00002b68	11112	11108093	286294163
